_key,id,positive ratings,negative ratings,total reviews,rating percentage,info/0/id,info/0/category,info/0/cover,info/0/first_release_date,info/0/platforms/0,info/0/platforms/1,info/0/slug,info/0/summary,info/0/url,info/0/aggregated_rating,info/0/aggregated_rating_count,info/0/game_engines/0,info/0/game_modes/0,info/0/game_modes/1,info/0/game_modes/2,info/0/involved_companies/0,info/0/involved_companies/1,info/0/involved_companies/2,info/0/involved_companies/3,info/0/involved_companies/4,info/0/multiplayer_modes/0,info/0/multiplayer_modes/1,info/0/multiplayer_modes/2,info/0/multiplayer_modes/3,info/0/platforms/2,info/0/platforms/3,info/0/platforms/4,info/0/platforms/5,info/0/platforms/6,info/0/platforms/7,info/0/platforms/8,info/0/platforms/9,info/0/player_perspectives/0,info/0/storyline,info/0/game_localizations/0,info/0/game_localizations/1,info/0/game_modes/3,info/0/status,info/0/involved_companies/5,info/0/involved_companies/6,info/0/involved_companies/7,info/0/involved_companies/8,info/0/platforms/10,info/0/platforms/11,info/0/platforms/12,info/0/platforms/13,info/0/platforms/14,info/0/player_perspectives/1,info/0/player_perspectives/2,info/0/remakes/0,info/0/game_engines/1,info/0/game_engines/2,info/0/platforms/15,info/0/remasters/0,info/0/game_engines/3,info/0/remasters/1,info/0/player_perspectives/3
Ultimate Chicken Horse,18158,"42,684","1,856","44,540",94.01%,18158,0,116789,1457049600,3,6,ultimate-chicken-horse,"Ever wish you were a wall-jumping, arrow-dodging, trap-setting horse, besting your animal pals in a race through a peril-laden obstacle course that you all built together?

Wish granted!

Ultimate Chicken Horse is a party platformer where you and your friends build the level as you play, placing deadly traps before trying to reach the end of the level. If you can make it but your friends can't, you score points! Play online or locally with your animal buddies and experiment with a wide variety of platforms in all sorts of strange locations to find new ways to mess with your friends.

Key Features:
- Online and local play for up to 4 players
- Cross-platform play between PC, PS4, and Switch
- Unique game flow, from strategic block placement to twitch control platforming
- 15 levels with different features
- Build and share custom levels
- Compete for global best times on Challenge levels across all platforms
- Huge library of blocks to create an infinite variety of levels
- Customizable rule sets and game modes
- Shared controller mode to play multiplayer with one controller or keyboard
- Play as a chicken, horse, sheep, raccoon and other wonderful animals
- Fun, cartoony art style
- Sweet funky soundtrack

Please note: this is primarily a multiplayer game. Challenge levels can be created and played alone, but unlocking characters and levels requires playing one of the main game modes (like Party Mode) which are only multiplayer.",https://www.igdb.com/games/ultimate-chicken-horse,79.4,5,13,1,2,3,96408,,,,,11939,11940,11941,11942,14,48,49,130,,,,,4,,19698,,4,,,,,,,,,,,,,,,,,,,,
Find Love or Die Trying,165243,"11,516",382,"11,898",94.01%,165243,0,168807,1631750400,6,14,find-love-or-die-trying,"Date or die in this battle royale dating sim visual novel!

I'm your host Kat, and this is Find Love or Die Trying!

It's the premiere of our new dating show, where ending up single... means ending up dead! Not sure why you'd sign up for this, but now that you're here, you've got 7 days to get one of the lovely ladies on your tropical island getaway to fall in love in with you. If she's willing to put a ring on it, you're both free to leave. If not... well, it's in the name of the show!",https://www.igdb.com/games/find-love-or-die-trying,,,13,1,,,197128,,,,,,,,,,,,,,,,,5,"I’m your host Kat, and this is Find Love or Die Trying!

It’s the premiere of our new dating show, where ending up single… means ending up dead! Not sure why you’d sign up for this, but now that you’re here, you’ve got 7 days to get one of the lovely ladies on your tropical island getaway to fall in love in with you. If she’s willing to put a ring on it, you’re both free to leave. If not… well, it’s in the name of the show!

You’ll get the chance to meet:

- Allie, the daredevil athlete with a rebellious streak
- Scarlett, the charming scientist with a penchant for destruction
- Violet, the cold-as-ice scion of a mysterious MegaCorp
- Terra, the eccentric gamer who marches to her own drum
- Yui, the childhood sweetheart with a smile that could melt ice

…And last, but definitely not least, me! Kat! The impossibly perfect and painfully gorgeous host and producer. Did I forget to mention generous? I’ll be helping you get those romantic connections going, so you better be grateful!

Then again, my bonus is tied to the ratings, and not you surviving the show, so… Hm.

Anyway….

I can’t wait to start filming our first episode together!",,,,,,,,,,,,,,,,,,,,,,,
Baldi's Basics Plus,134745,"5,646",144,"5,790",94.01%,134745,0,109033,1591833600,3,6,baldis-basics-plus,"Baldi's Basics Plus is like the original game, but PLUS! The same cruddy edutainment horror type parody theme is back, but with hugely expanded gameplay features, including procedurally generated levels, field trip minigames, crazy random events, PLUS more characters, more items, and more chaos!",https://www.igdb.com/games/baldis-basics-plus,,,13,1,,,287613,,,,,,,,,14,,,,,,,,1,,,,,4,,,,,,,,,,,,,,,,,,,
Dialtown: Phone Dating Sim,117243,"1,691",13,"1,704",94.00%,117243,0,171807,1644796800,6,14,dialtown-phone-dating-sim,"Dialtown is a dating sim where most people have phones for heads. Women have typewriters. Also, dogs have gramophones for heads. Aaaand, cats have keyboards. The list goes on. Yeah, I'm being serious right now. No, put that straitjacket away.",https://www.igdb.com/games/dialtown-phone-dating-sim,,,,1,,,281772,,,,,,,,,34,39,,,,,,,4,,,,,,,,,,,,,,,5,,,,,,,,,
Vampires' Melody,169435,"4,876",117,"4,993",93.99%,169435,0,256562,1601596800,6,14,vampires-melody--1,"3 centuries have passed after sleeping for one night!? On a rainy night filled with thunderstorms, a young chef Raylan encountered a mysterious girl who resembled Sleeping Beauty in a huge tree hole, but everything suddenly went black before he could find out what happened...",https://www.igdb.com/games/vampires-melody--1,,,,,,,248975,248976,,,,,,,,,,,,,,,,,"One day, a young chef Raylan and his mentor went together to the mountains to gather ingredients. Little did they know that they would encounter a heavy thunderstorm, and a hostile scouting party. In order to escape pursuit by the enemy, Raylan ran for his life in the mountain forest. Soon afterwards, lightning started a fire around an area, and he stumbled upon a large hole in a tree. Inside, he encountered a mysterious girl in a deep sleep who resembled Sleeping Beauty, but before he could wake her up to find out what happened to her, everything turned black for some reason...",,,,,,,,,,,,,,,,,,,,,,,
Class of '09: The Re-Up,249830,"3,286",61,"3,347",93.99%,249830,0,314820,1685577600,6,,class-of-09-the-re-up,The rejection sim returns! Explore a slice of chaotic life in late 2000's American high school as you assume the role of Nicole once again. A 100% fully voiced VN presenting as the most culturally accurate period piece in the history of gaming.,https://www.igdb.com/games/class-of-09-the-re-up,,,,1,,,280769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yakuza 0,11397,"66,029","3,058","69,087",93.98%,11397,0,99897,1426118400,6,9,yakuza-0,"The glitz, glamour, and unbridled decadence of the 80s are back! Yakuza 0 is a prequel set in 1988 to the Yakuza series, taking place before the first game. Fight like hell through Tokyo and Osaka with protagonist Kazuma Kiryu and series regular Goro Majima. Play as Kazuma Kiryu and discover how he finds himself in a world of trouble when a simple debt collection goes wrong and his mark winds up murdered. Then, step into the silver-toed shoes of Goro Majima and explore his “normal” life as the proprietor of a cabaret club.",https://www.igdb.com/games/yakuza-0,86,22,,1,2,,78776,239244,239245,239246,278046,,,,,48,49,,,,,,,2,,2,19,,,278047,,,,,,,,,,,,,,,,,,
Opus Magnum,150362,"5,594",144,"5,738",93.98%,150362,0,153203,,6,,magnum-opus,"Join Magnum Opus the online social multiplayer game and hang out with friends from all around the world! Play multiplayer minigames, meet new people or explore several planets in the vast universe of the metaverse.",https://www.igdb.com/games/magnum-opus,,,13,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Danganronpa: Trigger Happy Havoc,7842,"27,255","1,117","28,372",93.96%,7842,0,76532,1290643200,3,6,danganronpa-trigger-happy-havoc,"In ""Danganronpa"" you'll dive into a series of class trials and expose the lies and contradictions of your classmates in order to find out who's behind each grisly murder. In each trial, you'll have to use the evidence and testimony collected during your investigation to literally shoot down your opponent's assertions. By combining logic and motion, ""Danganronpa"" offers an exciting and unprecedented gaming experience.",https://www.igdb.com/games/danganronpa-trigger-happy-havoc,82.33333333333333,11,,1,,,68751,280021,288106,,,,,,,14,34,38,39,46,,,,1,"Hope's Peak Academy is a government-funded private high school recognized all across the nation as the cradle of hope and prosperity, providing a complete education for ""ultimate"" students of all stripes.

Thanks to a national lottery, one extremely lucky but otherwise ordinary student—Makoto Naegi—has been chosen to attend this prestigious institution.

But when Makoto arrives for his first day of class, he suddenly falls unconscious, and when he wakes up he finds himself in a classroom within the school—with the windows barred and the doors locked. As he explores the abandoned, dirty halls, it becomes clear that something is very wrong. He and his new classmates make their way to the gymnasium, where a demented robotic bear, calling himself Monokuma and claiming to be the school's headmaster, makes a declaration: ""You're all going to be living here from now on. If you want to go free, your only choice...is murder.""

And so...fifteen high school students gathered from across the country have been imprisoned. Their strength, their commitment, their very humanity will be tested time and time again. Why must they clash in these class trials? Who's the mastermind behind it all? And what is this shadowy figure really after? The battle against the looming, invisible enemy known only as despair is about to begin...",1717,25979,,,,,,,,,,,,2,,,,,,,,,
Sucker for Love,194399,"2,539",38,"2,577",93.96%,194399,0,213090,1639526400,6,,sucker-for-love-prelude,Perform a series of scary rituals to win over an eldritch cutie and win a smooch!,https://www.igdb.com/games/sucker-for-love-prelude,,,,,,,165603,165668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quake,196490,"13,323",470,"13,793",93.95%,196490,5,216512,1560729600,6,,quake-coffee-quake,"Coffee Quake is one of the largest Community map packs featuring 74 small levels across four episodes following the classic Quake themes. Each map was made within two hours and has an average playtime of 3-5 minutes - well-suited for the occasional coffee break. The pack comes with a start map and a remix/remake of the original end map as well as a music track and some demos. The map sources are included.

Note: Some of these maps require a source port with increased limits and/or BSP2 support.",https://www.igdb.com/games/quake-coffee-quake,,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zup! F,129833,"8,000",242,"8,242",93.95%,129833,0,116641,1576022400,6,,zup-f,Minimal physical puzzle with explosions,https://www.igdb.com/games/zup-f,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dungeon Munchies,114484,"6,419",178,"6,597",93.95%,114484,0,200430,1559779200,6,14,dungeon-munchies,"Dungeon Munchies is a side-scrolling action RPG with a focus on hunting down creatures, cooking them, and eating dishes to gain certain abilities. The combination of dishes you choose to eat will impact your entire play style.",https://www.igdb.com/games/dungeon-munchies,46,1,13,1,,,198763,198764,200187,,,,,,,34,39,48,130,167,,,,4,"Hunt down monsters to cook and eat them! You’ve been revived in a massive underground complex and you must leave this bizarre facility. Aided by the undead Necro-Chef Simmer, you must stay safe, get fed and find a way to get out.

From the self-professed-AAA-license-holding necro-chef, to the diabolical voodoo “Lord of the Forest”, to the radical revolutionaries of the fruit revolution, everyone wants you to do their thing, but no one's really right in the head. What’s really happening down in this dungeon?",11587,,,,,,,,,,,,,,,,,,,,,,
Black Mesa,6739,"111,927","5,533","117,460",93.94%,6739,8,94144,1583452800,3,6,black-mesa,"Black Mesa is a re-envisioning of Valve Software's classic science fiction first person shooter, Half-Life. Powered by Source Engine, You will re-visit the inaugural role of Gordon Freeman and his memorable journey through the Black Mesa Research Facility. Expect detailed environments to explore, a huge cast of characters and experimental weaponry. All-new music, voice acting, choreography and added dialogue give way to a more expansive and immersive experience than ever before.",https://www.igdb.com/games/black-mesa,87.66666666666667,3,3,1,2,,64243,,,,,13924,,,,,,,,,,,,1,"The plot of Black Mesa is almost identical to Half-Life's storyline, playable through the ""Lambda Core"" chapter. As in the original game, the player controls Gordon Freeman, a scientist working at the Black Mesa Research Facility. He is tasked to place a sample of a strange material into an electromagnetic instrument, using the Hazardous Environment Suit Mark IV to do so safely. However, the sample material causes a ""resonance cascade"", devastating the facility and creating an interdimensional rift to an alien dimension called Xen, bringing its alien creatures to Earth.

Freeman survives, finds other survivors, and makes his way to the surface with the protection of his hazard suit to get help. Upon reaching the surface, however, he finds that the facility is being cleansed of any living thing - human or alien - by armed forces. From other scientists, Freeman finds the only way to stop the alien invasion is to cross over to Xen and destroy the entity holding the portal open.",,,,,,,,,,,,,,,,,,,,,,,
